Seed,Fluted,Hibrid,Vampire
2768260268,0,0,330000
3716977570,0,0,96574
138344189,0,0,0
2861689261,112,1,300000
443928375,0,0,330000
713621783,0,0,0
950036325,0,0,0
1414011026,0,0,0
2818809123,0,0,0
3567502104,300000,300000,??
288387638,9,4,300000
4161449830,2,78,330000
2078734108,300000,300000,??
1800479583,0,0,330000
2350183356,300000,300000,??
3274110661,0,0,330000
3189489979,1,0,141544
3518810930,0,0,0
1093230934,0,0,300000
3007862022,0,0,300000
2133919254,0,0,1
684833952,0,1,330000
662410312,0,0,300000
1590890018,330000,38,300000
572878412,0,0,0
