Seed,Fluted,Hibrid,Vampire
947906042,0,2,0
1503180562,0,0,0
303898160,0,0,300000
645986662,300000,1564,12
3633694740,26,300000,??
1539163931,0,0,300000
937697430,4828,238492,300000
3192389689,0,0,0
79436048,0,0,0
2405105742,0,1,0
4092078954,0,0,0
1703145468,1,0,0
1099114942,0,0,0
2752817783,4,1,0
3954136875,1,1,330000
700823474,10,2,0
1776245484,0,0,1
1289270176,0,0,0
3079455131,1,1,0
1589695723,0,0,1
2153082889,0,0,52297
404545580,7,1,0
3800104232,2,1,47
2237944412,0,4,300000
4189227952,1,8,300000
