Seed,Fluted,Hibrid,Vampire
3295415460,2,2,0
2653220146,6,300000,??
3295415460,2,2,0
2653220146,6,300000,??
2466731419,472,300000,??
2496576497,5,1164,0
948730283,2,2,0
1267787432,1,2,0
2328113214,300000,300000,??
2404201669,267456,260376,0
1868666970,13220,1364,0
439079333,0,0,0
117340183,300000,300000,??
1957286950,0,0,0
3000570774,300000,300000,??
752227413,3,2,13819
328423308,300000,300000,??
3229626029,300000,300000,??
3657611132,300000,300000,??
1589621098,1,1,300000
426221864,3,2640,330000
4151370129,0,3,300000
1142840999,0,1,0
2801654344,0,300000,??
3040458988,300000,300000,??
726219951,0,0,0
3467178419,9,294022,0
