Seed,Fluted,Hibrid,Vampire
1013675110,0,0,0
2223667393,231,129923,330000
1064353189,300000,300000,??
4088820910,3,2,0
4236431466,5,2,0
60975188,300000,300000,??
3869819487,968,300000,??
2390198354,107,391,300000
2774129068,7,5,0
4059317831,1,0,0
551896177,300000,300000,??
1567631657,1,175066,5
392549949,1,1,0
722954190,1,0,2
3026277990,300000,300000,??
3424329415,2,2,300000
1874734717,3,10,300000
1383772623,1,3,28015
1297450942,300000,300000,??
3310863088,1,1,0
1196269381,1,1,0
2522936302,300000,300000,??
3911073052,3,3,2
2005580387,330000,300000,??
3896881319,300000,407,100936
