Seed,Fluted,Hibrid,Vampire
2560565863,0,1,0
2967309716,0,0,0
665592614,11,2,10
295783647,1,1,300000
4044969967,4,2,0
3751640427,5,300000,??
2191212535,9,300000,??
2599878448,0,0,1
747424309,3,4,300000
4142869241,16,1,300000
18765925,1,1,300000
4234908870,0,0,0
2077793521,120449,33,1
144845240,300000,300000,??
2365902786,278083,17,300000
2952329078,0,0,0
734880034,300000,300000,??
1022516345,0,2,0
3585461605,12,6,300000
466648335,0,0,0
2789131409,4,311,330000
3581737122,7,5,330000
856590866,3,1,0
2828741565,0,0,0
2606990852,300000,17489,330000
