Seed,Fluted,Hibrid,Vampire
44629216,176206,3547,330000
975324373,35,169,0
2724533094,300000,300000,??
2458192955,0,0,300000
4065338515,1,2,0
3121067523,300000,300000,??
713823285,330000,300000,??
622505579,0,1,300000
2770000589,1,23,0
1746220466,0,0,0
2746722325,300000,2,0
3653071934,0,0,0
180638716,12,1,0
920600222,3570,11,13225
295023520,0,0,330000
2625105182,0,0,0
1141339648,300000,2,300000
3833606104,137607,2,1
2188896783,37,3,8076
872885032,511,3,300000
3600220264,0,0,0
1350264073,300000,10,0
366210114,0,19,0
1396327610,0,0,0
702241236,0,0,0
