Seed,Fluted,Hibrid,Vampire
3478702346,1,0,0
1488632290,8,0,330000
2064829310,0,0,0
3064878688,0,2,103
3683786493,253431,85782,300000
305209093,0,0,0
1497425405,0,2,330000
1556008958,0,0,0
573517483,45,11,330000
3952971756,0,1,284079
2786995425,669,300000,??
4028360377,4,1,300000
1838277280,0,0,176
2155194699,0,0,0
1827665436,0,1,0
2599922496,300000,300000,??
2758068912,3,1,300000
2068219627,300000,300000,??
696525876,258337,429,330000
464630253,0,0,0
2656569379,1,300000,??
3969092135,0,0,300000
3900201581,300000,300000,??
4237334192,0,0,0
2035590389,1,1,0
