Seed,Fluted,Hibrid,Vampire
437403551,1,1,300000
80909742,1,2,330000
3001387311,0,0,330000
4065926730,300000,300000,??
2328533193,4,1,0
2536824734,1,0,0
817845108,0,0,0
3497891040,0,0,0
945752467,1,115443,330000
1528762616,300000,300000,??
4090216952,0,0,0
2129202966,1,1,3
3783061759,492,14,330000
3408844549,2,12,330000
1883017773,300000,286377,330000
2785840860,0,1,0
2693152346,0,0,0
3424851358,0,1,330000
1166625890,0,1,2153
1066826645,1,0,300000
1900261388,2057,1,330000
940681537,54,0,300000
1206123971,0,0,330000
1474943311,0,0,0
2464021812,0,0,0
