Seed,Fluted,Hibrid,Vampire
4293665646,0,0,0
1761216198,0,0,0
1695338060,0,0,268340
3875783875,26,0,10
3854004775,0,0,300000
3090168852,0,0,129835
2859003200,0,0,2
1364146277,4,1,300000
2779379358,60,1,330000
3784672430,0,1,300000
1348345039,1,1,300000
3441183001,0,0,330000
3062826246,1,0,300000
1397676512,0,0,1
1858054501,2,1,300000
832809614,0,0,0
23684908,0,0,0
663676499,0,0,300000
2980240439,5,300000,??
3279437585,0,0,6955
4285436712,0,0,0
1890653133,0,0,29
1806837332,0,0,300000
389845698,1,1,330000
2750664177,0,0,0
