Seed,Fluted,Hibrid,Vampire
400403626,0,0,0
3394270976,1,1,0
361297486,0,1,0
4140473676,300000,300000,??
2516000465,0,1,330000
1942287535,1,438,330000
643146670,300000,300000,??
722765577,0,0,0
2413977262,0,1,0
3303746368,0,0,0
1787362348,3,366,0
4087032920,1,300000,??
2868816920,1,300000,??
697405926,1,2,2
711521094,5,4,330000
3109035389,0,0,0
1489751300,1,1,0
29654965,0,1,0
1751171416,1,2,0
608814846,0,1,0
2542649633,70,15,300000
2337005572,0,0,0
2871088521,300000,300000,??
2513522758,300000,9,0
185453043,1,2,1
