Seed,Fluted,Hibrid,Vampire
1894632131,330000,300000,??
2932904692,4,12,0
2739187819,2,0,330000
3960438775,2,1,0
2952665805,1,0,330000
1028616099,9,1,300000
1721827954,300000,300000,??
2302401160,0,0,0
2686921329,5,300000,??
3330397465,3,163776,300000
2124027263,0,0,0
1739601550,1,170,330000
3561984630,0,1,330000
519341260,0,1,0
3438206906,300000,300000,??
65051441,300000,300000,??
1472058290,89,53,300000
269872933,0,1,71505
1076355802,300000,330000,??
175832630,300000,273983,3
3928920019,1,3,300000
3283107797,6655,2,330000
2241767499,0,0,330000
2679084956,2,2,300000
136899734,1,1,0
