Seed,Fluted,Hibrid,Vampire
2523977749,3,0,330000
4142357756,0,300000,??
845851251,330000,300000,??
496650001,0,0,0
3297455009,0,0,14
1510179097,1,0,330000
3138566220,0,1,330000
3732759320,0,0,0
3108044667,0,0,0
2980448785,0,0,0
982830608,0,300000,??
3293863791,300000,300000,??
3264902053,2,0,330000
693974620,0,37,300000
1499693214,1,0,0
2340194888,1,0,330000
280445601,0,300000,??
467455021,3,1,0
2479204988,44,300000,??
4168829096,300000,99,330000
3790363681,0,77,300000
616975612,0,300000,??
1548414992,0,0,0
2552964372,0,0,330000
2932687223,1,300000,??
