Seed,Fluted,Hibrid,Vampire
2210656884,0,0,0
730061574,154854,2,300000
1147443520,0,0,0
4266188065,0,0,71
3963515114,0,0,0
3728430054,2,63,289943
3022577221,38,5,0
2034866010,300000,3,300000
3632774016,3,38772,300000
1558757680,0,175230,330000
2714978519,0,0,0
424642424,2,1,1
2554333419,38296,2,300000
2601619585,0,0,0
1128660834,1,1,1
3443630460,214568,50,3
2658027736,2,1,0
3607159693,5,300000,??
2874609261,1,1,0
3863410653,0,1,0
4020253293,1,1,330000
562602689,1,1,0
3131376235,27,5,330000
487703196,0,0,26
2481792101,2,3,0
