Seed,Fluted,Hibrid,Vampire
175183516,0,0,0
394354806,22,69,300000
1978030382,0,0,2
4253368163,0,0,330000
859170938,3,0,0
4226406997,0,0,0
61881593,6,9,300000
927422894,5,5,1
1490058731,5,300000,??
1777171039,300000,300000,??
3595909667,0,0,0
2462560181,2,0,300000
244255863,1,1,330000
1672795941,1,1,330000
1359361520,300000,300000,??
544967242,300000,300000,??
3907408480,2,2,300000
1452810295,3,1,0
3294581413,0,0,330000
128667604,1,0,0
2428179090,6324,280694,330000
744252613,0,0,0
3384680396,0,0,0
863545774,0,43,1
2913304001,0,1,0
