Seed,Fluted,Hibrid,Vampire
1342069201,300000,300000,??
2282711617,300000,300000,??
4055364433,300000,300000,??
1186046235,13,1,0
1043511177,300000,106774,300000
2847008412,18,11,0
215767950,120728,2,330000
1068587665,0,0,0
138285030,0,0,0
613480779,300000,300000,??
2997731255,1,300000,??
3683101663,126,712,300000
939173264,3,1,106772
199269399,1,227852,300000
1438545300,0,0,0
4005269563,300000,300000,??
2389979902,0,990,0
3238181970,1,1,0
4081089894,300000,167,255
3772842279,300000,300000,??
3116559735,300000,148848,300000
774227624,300000,300000,??
1315714428,0,4986,300000
908649452,222247,183,300000
2378340293,0,1,0
