Seed,Fluted,Hibrid,Vampire
1397859454,27,3,330000
2893167392,0,0,6
203774861,0,0,300000
858062104,0,1,330000
2100731657,0,0,330000
2342603704,0,0,35
3023939749,0,0,0
3887092200,1,1,330000
2613821219,0,0,0
1147953510,0,0,0
1720405489,0,0,300000
1892838538,0,2767,300000
1318623185,0,0,0
105455471,0,0,300000
2785111408,0,0,300000
2841681002,0,0,30
3261998366,0,0,300000
2598658284,0,0,300000
1046439461,0,0,191926
686684724,0,0,0
3873695712,0,0,0
2144998168,86,300000,??
334346600,0,0,330000
2853763401,300000,300000,??
2112804968,0,0,300000
