Seed,Fluted,Hibrid,Vampire
2974649788,1,300000,??
1287041294,0,1,0
1398402991,0,0,1
4171484762,0,0,4
864996489,0,1,0
3541451796,141315,19,300000
1205842741,0,0,86
89920553,6,2,330000
1559776176,300000,17,300000
4247821447,260601,2,1
3824727317,0,0,0
3289473479,3,1,300000
4084191021,1,2,300000
2253504891,1,2,0
1676953580,1,1,330000
3623612663,2,2,300000
1755904325,300000,278103,300000
2546619010,0,0,0
3999975969,0,4,2055
4167583304,1,1,0
1223600691,0,0,0
3493115616,1,4,330000
2215193697,1,1,0
1539622409,0,0,0
4105887090,300000,300000,??
