Seed,Fluted,Hibrid,Vampire
302029726,15,12889,300000
74895896,300000,300000,??
3491091801,3,0,0
317309806,43,4,0
1633869273,1,0,775
894507726,0,0,0
2523226990,1,0,0
3615615201,0,0,300000
2142875831,0,0,0
2011833262,1,0,0
706281371,1,1,3
2819678418,2,300000,??
1960985222,0,0,0
3159622002,1,2,330000
302029726,15,12982,300000
74895896,300000,300000,??
3491091801,0,0,0
317309806,46,4,0
1633869273,1,0,783
894507726,0,0,0
2523226990,1,0,0
3615615201,0,0,300000
2142875831,0,0,0
2011833262,1,0,0
706281371,1,1,3
2819678418,2,300000,??
1960985222,0,0,0
3159622002,1,2,300000
3152387537,330000,263347,300000
1955513329,0,0,0
34625039,20,214757,5
1239880968,0,0,0
4035277826,0,4,1
4032157400,1,1,1
3991524710,1,0,300000
1377664373,1360,300000,??
3225194995,1,1,300000
3937544038,0,0,25
3071425194,229,1126,0
