Seed,Fluted,Hibrid,Vampire
3496277224,0,0,5
3497390619,15,5,300000
2326264605,0,300000,??
1586842878,0,0,300000
2631116455,0,1,0
2762608667,0,0,330000
555786515,0,1,330000
49914191,300000,300000,??
1379480940,1,0,330000
2849383312,0,0,0
641567556,0,300000,??
2171873722,0,0,0
1924169306,1,1,330000
709339777,269022,300000,??
1546653134,0,0,0
1488096946,0,0,0
326444692,300000,298701,300000
453271109,0,0,0
1607222506,0,1,330000
2618249097,2,1,330000
1367316567,0,0,300000
1359610838,0,0,0
1770475144,769,5,300000
3224527066,54,4,5
2265291863,0,0,0
