Seed,Fluted,Hibrid,Vampire
1838257669,300000,300000,??
4068901139,0,0,0
1654768424,2310,1,16
159800782,300000,300000,??
3735958805,0,0,0
3689940706,0,0,0
1736981523,0,0,0
1156777156,0,0,0
1406782000,0,0,0
2029974632,0,0,0
138785633,3,1,0
2876914470,0,0,0
512805360,29,2,57139
1442359234,300000,300000,??
1694906240,0,0,0
720171220,1,1,0
1750386911,0,0,22039
1029996734,0,0,0
457880850,0,0,300000
275898682,1,1,300000
1986104922,154,3,0
2862247771,1,1,330000
2295024335,1,0,0
2247693322,300000,11,300000
737547783,0,0,0
