Seed,Fluted,Hibrid,Vampire
3180628043,0,0,0
3180628043,1,0,0
1795275326,0,0,275545
4040632355,0,0,0
1980467657,0,0,2
1303354367,0,0,0
464562985,1,1,0
1919748374,0,1,330000
3458284371,1,1,272089
2874145778,755,38,300000
3991057802,0,0,0
2582216423,0,1,300000
544178819,0,0,300000
15638197,0,0,0
392426305,300000,8,300000
257684659,0,0,1516
221760747,0,0,0
1105586752,0,0,300000
142388249,1,1,300000
3712460639,0,0,0
1873302971,0,0,0
1757925540,0,1,330000
3746390225,1,1,0
1330764809,10,2,300000
2887443762,1,4,330000
1514234446,2,0,300000
