Seed,Fluted,Hibrid,Vampire
1549834197,1,2,330000
3691590440,1,1,300000
1383871925,1,1,300000
3366454708,1031,1,0
2398769136,3,1,300000
3273937693,1,1,1
3092743141,0,1,1
3533560505,2,1,330000
1923974993,2,4,300000
2910387182,0,0,0
3915786696,1,1,300000
1175520720,0,0,0
2808521977,1,1,330000
113369606,0,2,40951
111816940,0,0,0
2950212850,0,0,300000
817288277,0,0,0
2666711729,0,0,0
3159703210,0,0,0
2575669542,0,2,0
3436440579,300000,300000,??
1210894129,0,0,0
2277696205,300000,183974,300000
4080010603,1,26,300000
401207934,0,2,300000
