Seed,Fluted,Hibrid,Vampire
300020413,0,286502,330000
2492548327,0,0,0
3604444825,0,0,300000
3298668239,0,0,0
1771613066,0,0,0
2694106920,0,0,0
2263362480,201,0,0
2218135902,0,0,300000
1295489062,0,0,0
3864211663,0,300000,??
1715133073,0,0,0
752968142,0,0,300000
4087918533,0,0,0
4054850804,0,300000,??
1085408918,0,0,10
3400090633,0,0,0
2576199133,0,0,6
98536919,0,0,300000
2720815572,0,0,13
2880731354,0,0,172645
381188059,0,0,136163
2473927708,0,0,45598
1884758338,0,0,7624
2986787695,1,0,300000
883264963,1,300000,??
