Seed,Fluted,Hibrid,Vampire
3890096726,1,1,0
2661759479,401,71,300000
2647524199,0,1,0
4245432783,1,1,300000
3051684988,1,1,275849
1709193804,1,4,0
1342205205,1,1,0
1478063040,1,0,0
1316182014,0,0,24
68803570,1,1,300000
3383133961,0,1,0
3475586526,4,292,330000
4043607551,0,0,0
3741344183,1,1,0
1092254227,300000,33,34058
1171197726,1,1,0
2571973655,0,0,0
880393506,1,1,0
2657865789,0,2,0
4040751411,1,2,300000
3496940548,171,10,330000
4094386872,1,0,0
3031794842,1,1,300000
3685446736,0,0,0
1090041164,0,0,0
