Seed,Fluted,Hibrid,Vampire
4155356924,0,0,0
4155356924,0,0,0
4209725483,0,0,300000
2117899853,0,0,330000
2598087842,0,0,300000
3250136268,300000,300000,??
1623625631,0,0,0
2238281857,1,0,300000
26110865,0,0,0
656629805,0,11,0
3984050566,0,0,0
3366519826,0,0,0
2622436069,0,0,0
3494592085,0,0,0
1020649155,0,0,0
3219232684,0,0,43
389760629,0,0,0
3263021369,0,0,0
272847729,0,0,0
1191407129,0,2,300000
913368235,0,0,0
4198797891,0,0,300000
3827103623,0,1,300000
3942098063,0,0,0
3200918156,0,20,300000
743263192,0,300000,??
