Seed,Fluted,Hibrid,Vampire
3809693971,0,1,5
969799669,300000,300000,??
1430727885,12,29,0
2574704775,1,206,300000
1106641891,1,191999,300000
566683838,137935,288,1
2375466586,300000,300000,??
2370083949,2,2,0
3584016824,0,1,0
3398253542,5,4,300000
2840132480,1,2,300000
1291049714,12,4,0
927045661,1,1,1510
3782963013,2,1,0
3505013219,0,2,0
835546640,0,300000,??
3642995914,70,300000,??
1913089688,0,0,0
3326540408,2,12,300000
4181922420,1,1,0
1907474220,300000,6954,300000
475869514,59,188537,7
694977581,4,203354,0
2765121299,0,1,0
2163779957,300000,300000,??
