Var,Fluted,Hibrid,Vampire
2,8904.80,12000.20,16000.08
3,12000.16,12000.20,16000.04
4,10761.56,12006.28,28609.12
5,36001.40,24000.36,48367.68
6,3.40,0.36,50403.56
