Var,Fluted,Hibrid,Vampire
2,37261.72,52351.56,169793.08
3,12076.12,24000.36,130400.16
4,0.04,0.04,118342.52
5,0.00,36000.92,135896.28
6,0.00,24000.12,117310.56
