Var,Fluted,Hibrid,Vampire
2,84131.96,84167.68,112000.36
3,114137.16,84427.80,163600.00
4,97220.72,131142.32,219865.00
5,19924.60,10741.97,128806.93
6,24001.20,7283.80,94048.00
7,23466.00,19510.44,103705.24
