Var,Fluted,Hibrid,Vampire
2,24033.56,24003.32,55795.12
3,60002.48,89385.60,174566.32
4,12000.40,47081.60,124189.96
5,13201.20,12009.56,64005.44
6,12005.40,12011.24,68153.16
