Var,Fluted,Hibrid,Vampire
2,0.00,0.00,23324.04
3,0.00,0.00,24000.64
4,0.00,0.00,0.00
5,0.00,0.00,0.00
6,0.00,0.00,0.00
7,0.00,0.00,0.00
