Var,Fluted,Hibrid,Vampire
2,0.32,2.72,0.68
3,61232.84,57746.32,88000.04
4,26407.40,40713.48,65772.88
5,1619.36,13.32,32094.60
6,85919.20,36151.80,123252.08
7,48100.00,36000.84,100367.76
