Seed,Fluted,Hibrid,Vampire
524645220,338,1,300000
2724297464,1,1,300000
2434374641,300000,300000,??
2179455210,1,1,1
449432313,1,3,300000
2842141557,0,0,0
3688477080,0,2,1
2330300021,0,4,1
4265280492,0,0,0
1287428930,0,0,0
3799130365,0,0,0
851063012,4,1,1
731492242,0,0,0
3717096886,4,300000,??
953135863,1,1,330000
555330526,1,1,0
2466782319,3,2,0
2933498644,0,2,330000
41516570,11,5,0
3821444563,0,0,0
1910570048,0,0,0
3765119790,0,1,0
2501302555,1,1,490
2172009909,300000,1307,300000
3771028544,1,2,300000
