Seed,Fluted,Hibrid,Vampire
3826961581,300000,300000,400000
2047758145,6666,411,0
4043382877,300000,300000,400000
2986493107,61087,300000,400000
3429016709,15,40,127
3826961581,300000,300000,400000
2047758145,6714,411,0
4043382877,300000,300000,400000
2986493107,57245,300000,400000
3429016709,15,40,128
4168834097,330000,300000,400000
1874521302,0,11,0
1811402172,0,0,0
250027026,1,4,0
2769942417,0,0,0
2483783931,57,131,0
777168812,300000,7665,300000
2996935952,0,0,0
2857101699,1052,178,40
2928748045,0,0,0
3730748651,300000,300000,400000
3899065340,0,0,0
3829791929,1,1,0
3333450505,0,0,0
508747230,0,0,0
3637331542,1,1,0
2668578698,3,1,300000
1188530508,798,12,60
1645563630,0,0,0
2193866679,300000,300000,400000
