Seed,Fluted,Hibrid,Vampire
4284442069,0,0,0
3792969097,0,0,0
2873692267,0,0,0
750629344,300000,1881,0
3754378271,0,0,0
908846421,0,0,0
989514071,769,6,0
3808124096,0,0,0
4026869155,0,0,0
2075895905,0,0,0
1733736934,0,0,0
942329130,0,0,0
3881043465,0,0,0
2974981090,47,116,300000
2938955274,300000,300000,400000
1044002855,300000,300000,400000
2281591587,2,241654,300000
21602989,0,0,0
2557493126,0,0,0
2344994207,300000,300000,400000
4146216665,0,0,1
3954673101,0,0,0
313419501,3,1,0
21259964,0,0,0
4276512354,330000,300000,400000
