Seed,Fluted,Hibrid,Vampire
1832105905,0,0,300000
388341913,300000,471,300000
3686705233,0,0,300000
2078501851,0,0,300000
2779827213,0,6,300000
1724108327,12,169771,330000
2846958097,0,0,300000
3594736345,0,0,0
319993579,0,0,0
3376290014,0,0,300000
1008347666,58,2,300000
986194922,0,0,3
742125206,0,0,0
3030489922,0,0,1912
2254198801,0,0,0
1708624894,0,300000,400000
4223858666,0,0,300000
1915607457,300000,300000,400000
2883152329,0,0,330000
3031931647,1,114,300000
908392381,0,0,0
4278619908,4,32,1090
1613100066,0,0,287792
798711833,0,0,0
161024604,0,0,0
