Seed,Fluted,Hibrid,Vampire
4213273320,0,0,17
982562791,300000,330000,400000
3142391224,0,0,0
1953562505,0,0,654
1150744485,0,0,0
3954134384,0,0,0
679803851,0,0,0
3436921081,0,0,0
3946893992,0,0,7
3016636432,0,0,300000
2922368779,0,0,0
2162992423,0,0,0
2222320834,0,0,0
1321691583,0,0,0
2754662567,0,0,300000
4092604855,0,0,15
2720796730,0,0,300000
762999380,3322,18,0
475308390,0,1593,300000
1306520299,0,0,0
2471327002,0,300000,400000
1227941006,0,0,0
2154475414,0,0,0
3835532436,0,0,0
2551403089,0,0,0
