Seed,Fluted,Hibrid,Vampire
2591541020,0,0,0
2563538647,0,0,0
1589514139,0,0,0
1477717716,0,0,0
254405307,0,0,0
1848531807,0,0,0
3859376810,0,0,0
3428212392,0,0,0
320874399,0,0,300000
642356327,0,0,0
637742613,0,0,0
350449216,0,0,0
1935772857,0,0,0
985698798,0,0,0
1622039218,0,0,0
116067067,0,0,0
3138707522,0,0,0
2591541020,0,0,0
2563538647,0,0,0
1589514139,0,0,0
1477717716,0,0,0
254405307,0,0,0
1848531807,0,0,0
3859376810,0,0,0
3428212392,0,0,0
320874399,0,0,300000
642356327,0,0,0
637742613,0,0,0
350449216,0,0,0
1935772857,0,0,0
985698798,0,0,0
1622039218,0,0,0
116067067,0,0,0
3138707522,0,0,0
2774641549,300000,300000,400000
1084023600,0,0,0
2493282518,10,0,0
1588943210,0,0,0
3477856782,0,0,0
894855371,0,0,0
1583956924,0,0,0
37108034,0,0,0
