Seed,Fluted,Hibrid,Vampire
1518041331,1,1,250410
4215936078,0,1,0
810770180,14845,46,330000
1832182960,0,0,0
3314161426,300000,300000,400000
3736579934,0,0,0
3792151295,7,300000,400000
4242459354,118235,6,1
2617416718,150,4,0
4189450903,300000,300000,400000
1406874391,134843,628,300000
1843143039,0,0,0
3259740656,300000,136,4
2991571994,493,300000,400000
4231204223,0,0,0
697601789,0,0,0
2118374969,1,2,0
4160156435,0,1,2
1317911073,1,1,0
3998443226,0,0,0
1363144828,0,0,0
1523397327,0,0,0
1125063286,175,3181,330000
2538497814,300000,330000,400000
3865657178,300000,330000,400000
