Seed,Fluted,Hibrid,Vampire
1870350287,1,1,3
1331605816,1,1,0
3624085755,1,0,0
967124846,0,0,0
1191884251,0,0,300000
697158474,300000,300000,??
784114348,0,1,330000
1952952000,0,4,300000
3285237243,176078,127673,0
296678857,1,2183,300000
4115314352,0,0,300000
4293172298,1,1,0
2895210632,0,0,10
2920752756,300000,300000,??
3808542469,1,4,0
1635241511,300000,19,1
1032801276,0,0,0
1055714785,1,0,0
4054936097,1,1,0
382256420,16,300000,??
2025176921,0,0,0
2525278389,1,1,330000
674201216,0,0,4
84040162,0,0,0
2543167023,744,48,50
