Seed,Fluted,Hibrid,Vampire
354869191,300000,11,330000
2389551631,1,1,0
905580525,0,1,300000
2352975973,300000,222,300000
4274173619,1,1,4
3038475143,1,1,224937
3257774531,4,300000,??
1083056566,1,2,330000
794447524,160401,1,300000
2407893794,3,300000,??
3912091632,1,1,1
3049426539,1,1,300000
2941408741,0,0,2
1750086605,0,0,3
1157502845,0,0,0
860031563,0,0,330000
1222098434,1,1,330000
2186932036,0,0,0
3100331828,1,300000,??
3519827839,1,1,300000
2761347833,2,1,330000
1625544473,2,1,300000
3827022924,1,1,0
3008457703,0,0,330000
67292755,42,300000,??
