Seed,Fluted,Hibrid,Vampire
3960028536,0,0,4
1690664956,330000,3,300000
3998142702,1,1,0
1135999808,0,0,300000
3476603456,0,0,1
2220177306,0,0,0
2451544365,0,3,330000
1100945549,0,1,0
3368954807,0,0,0
1575270388,1,2,330000
1264713873,0,0,2
3469954330,0,0,0
277368877,23,3,0
307094116,23,8,330000
744320953,0,0,0
4175780113,0,0,0
1230464796,0,54,0
4070849645,300000,300000,??
1405169792,10,1,214067
3989896188,0,0,0
1605444402,0,1,330000
1794815756,0,0,0
566527807,0,0,0
2908608975,0,0,1
591534341,1,71,330000
