Seed,Fluted,Hibrid,Vampire
1694234411,0,0,300000
376043386,0,0,0
135336187,0,0,2
2834560954,1,1,300000
1027591709,0,1,0
3463311051,0,1,330000
3792109750,0,0,0
69935153,1,1,43373
468821442,0,0,300000
2959512944,0,300000,??
480812304,1,1,300000
2287374270,1,0,0
3357670012,1,1,0
1991430831,1,1,300000
499448104,0,0,0
898976831,0,0,1068
4223765263,0,0,300000
4289950024,2,1,300000
3015791874,0,0,0
3985154587,0,0,0
3336487756,2,1,88
141619656,1,1,300000
483713521,1,1,300000
2593153935,1,1,1
2536719266,0,0,0
