Seed,Fluted,Hibrid,Vampire
3696641303,0,1,0
3536272398,300000,131,300000
944525111,1,21,0
1875953191,202894,300000,??
3459092648,1,1,0
2355781569,36,15,0
2264445922,3,3,9
1262941098,1,3,0
3508064258,1,2,0
622983007,3,300000,??
702228071,300000,300000,??
2083762045,1,0,0
3768723473,1,2,1
3057713396,1,1,0
2406943960,1,9,5
2165674799,2,2,0
72847921,8,73,131443
1270564171,300000,11,0
2457713966,300000,212494,300000
1715197475,1,2,0
1869805623,330000,300000,??
522351884,1,2,0
1545457221,300000,93,1
1540638108,0,1,0
2812014075,1,1,0
