Seed,Fluted,Hibrid,Vampire
2463758234,300000,3095,10
3245000385,0,1,0
1927008017,1,1,0
2994043473,0,1,300000
4164989751,0,0,0
4041462400,0,0,0
1655772800,0,0,0
2859140906,0,0,0
1125199600,0,4008,0
2708774373,1,1629,5
1422409241,0,1,300000
2118910780,0,0,282
3853473795,0,0,0
1546643369,300000,300000,??
398072908,0,1,0
1248118268,3,2,330000
2694430949,10,4,201477
1882652315,1,1,1
409324434,3,6,330000
3472590977,2,1,26674
1895197004,0,0,0
4046232022,1,11,300000
2970072687,1,300000,??
2269950807,0,1,0
2839920967,0,1,0
