Seed,Fluted,Hibrid,Vampire
412520344,1,1,48108
1388919757,1,297255,300000
2856562944,1,1,0
2624970524,4,185864,300000
191019491,1,5,25697
2365268102,1,11,100368
3267994208,0,0,3
3198017320,300000,300000,??
2638280153,235,7,330000
377923054,18,28,0
2156117020,1,1,0
4174855567,0,1,46163
1076640159,182331,12,0
212664754,2,3,0
1799050745,1,1,300000
2912352488,1,2,0
3870665958,1,1,300000
1894849040,3,2,300000
1222811248,1,2,300000
359285536,300000,3,0
249268472,0,0,0
2717984224,1,1,0
3241746274,82,16,300000
1656612089,134,290679,300000
765061336,1,1,330000
