Seed,Fluted,Hibrid,Vampire
506730903,1,2,1
1424033975,0,0,0
106985613,6,1,330000
2149187400,0,1,300000
1932236194,0,0,0
3910974046,1,1,186546
667243103,0,0,0
3962619578,1,0,300000
581496582,86582,232,330000
1443387375,3,177981,300000
2790698796,1,1,300000
823308134,0,0,0
3573662512,0,300000,??
689276155,6,3,0
3668803358,1,4,244228
1134957596,2385,4,330000
3022951480,0,0,0
325507274,300000,111,330000
3913634996,0,0,0
1818724319,0,0,0
2512051176,0,0,0
2232794031,0,0,300000
2983729353,80,20,330000
3276922242,0,1,330000
3558055722,0,0,0
