Seed,Fluted,Hibrid,Vampire
4093417991,0,0,0
1345651327,0,0,0
688052677,300000,300000,??
1484718787,0,0,330000
1483553770,8,1,300000
304880353,1,1,66
3120937735,0,0,6505
1031442950,13,0,113275
2730704853,294040,52,330000
1425976561,0,0,71
1400239452,0,1,300000
3064310596,0,0,516
1006207039,1,1,0
1238654815,300000,1,300000
68141672,1,0,0
3912762438,0,0,0
1302417406,0,0,300000
4165635832,2,1,300000
2432554713,0,0,0
506356141,0,0,0
3675919872,1,0,300000
2411320138,1,0,330000
3810239011,1,0,166129
229885825,0,0,0
925683974,0,0,0
