Seed,Fluted,Hibrid,Vampire
343591479,0,1,0
216964521,1,2,300000
44704678,1,1,0
1633903686,0,1,300000
575093119,1,1,330000
2364898140,0,1,300000
3790376035,1,300000,??
837060346,0,1,300000
1420778192,0,0,0
3889334420,1,300000,??
646249295,9,1,0
474399235,300000,300000,??
3625989102,0,0,1
888544971,1,1,330000
4291268631,1,1,1
898412978,0,128,330000
3794299094,2,1,330000
2838823811,0,0,12
78669354,1089,1,14
175178635,1,1,330000
4156874483,1,0,0
376424951,1,0,300000
1406459858,0,0,0
4268701960,0,0,0
1920920683,0,1,0
