Seed,Fluted,Hibrid,Vampire
2607498173,300000,300000,??
1050937181,0,0,300000
3479093966,1,0,300000
1661971071,748,0,1173
1619478227,0,0,300000
1323814669,330000,300000,??
1379060448,0,0,9
3839625640,0,0,0
4187102880,300000,17,0
3413848893,2,1,0
3397513594,0,0,0
610735536,1,0,330000
4028758500,300000,1,1
211549716,188,300000,??
2721165375,0,0,0
1301294813,295,300000,??
1353315760,0,0,0
2421730493,0,0,330000
3342628121,1,176072,330000
4034771189,2,1,300000
2276474730,1,0,3
1852203674,0,0,0
371263759,0,0,0
2009074990,291460,1,300000
3043055162,0,0,1
