Seed,Fluted,Hibrid,Vampire
3523021168,0,0,330000
2027876302,0,0,0
2338250830,0,0,1
3311175849,0,0,300000
2799448617,0,0,330000
3974588760,0,2,330000
1953395137,0,0,0
2582337644,1,0,330000
788014727,0,0,330000
9805723,0,0,0
2784061957,0,0,0
2695227582,1,0,300000
1378860264,1,0,300000
3460014691,0,0,330000
3097854397,0,0,112220
350064278,0,0,584
412016738,0,0,415
723784752,0,0,0
2318790467,0,0,0
1022635382,0,0,0
2156989443,1,0,150209
187664272,0,0,0
2361695508,0,0,0
981518872,5,1,300000
21835489,0,0,330000
