Seed,Fluted,Hibrid,Vampire
156165888,0,0,0
1221724719,0,0,0
4273565676,0,0,0
1261661589,1,1,0
2075751004,1,3361,0
156165888,1,0,0
1221724719,0,0,0
4273565676,0,0,0
1261661589,1,1,0
2075751004,1,3392,0
4083040054,246290,252,0
1327751131,300000,300000,??
1202882249,0,0,0
382443614,0,0,0
2285362207,0,0,0
3469648450,286,18,1
4239840556,300000,300000,??
3044638505,0,0,0
1901860503,0,0,300000
3870936929,1,1,300000
30169715,1,0,0
1209494544,1,4,0
840319999,78,13,284776
3129736980,1,2,0
4250869365,300000,300000,??
1691479251,0,0,0
734728735,1,1,0
2417169305,1,1,637
2619799218,0,1,0
409127705,12,782,0
