Seed,Fluted,Hibrid,Vampire
1916312063,192846,7,300000
692200831,0,0,0
2240179350,0,0,0
173532096,0,0,330000
1740221292,0,0,2
2971333332,300000,300000,??
95706944,0,0,0
2822887034,1,1,300000
2485773015,306,300000,??
3291004834,0,0,330000
2751440979,0,300000,??
597662748,300000,300000,??
1464221105,300000,300000,??
485222211,0,4,300000
3925024757,0,7,300000
490059600,347,285622,330000
587817964,0,31,0
3185577901,0,0,330000
184508667,300000,300000,??
857132451,0,0,0
3790673156,0,0,27422
1699617733,9,0,0
2439295959,137,120179,330000
3967145463,2,12,330000
1249162774,300000,0,300000
