Seed,Fluted,Hibrid,Vampire
4280493080,300000,300000,??
324576906,131383,125,330000
4094518790,300000,207229,77339
208053087,0,0,330000
1407903477,0,0,0
279441035,2,4,330000
3035849750,300000,330000,??
719974146,300000,300000,??
3555496388,8,1,300000
504107438,300000,330000,??
2869652568,1,0,300000
1762121178,2,1,330000
898388723,0,0,0
142113550,1,0,0
1078535725,292,3,330000
2696963263,0,13,330000
2152977003,4,0,330000
2277752335,1,6,0
2554530796,1,300000,??
545284950,0,0,0
2050387579,0,0,0
166134250,0,0,330000
1493638792,0,0,0
3015859086,300000,300000,??
485199681,300000,300000,??
