Seed,Fluted,Hibrid,Vampire
3922681040,17,9,2
12429124,0,0,0
1769608427,0,0,0
1011324666,5,2,0
1448737790,0,1,1
1201591062,0,7,300000
2445733775,8,2,0
205174843,2,150683,330000
2659882667,300000,300000,??
1582152467,300000,300000,??
4080084559,300000,300000,??
1972238483,300000,104681,330000
309578774,0,0,0
3687210926,0,1,0
3993804843,300000,300000,??
3740456633,300000,330000,??
641254885,1681,53572,1
750313168,0,0,0
696068957,300000,330000,??
965476519,4,3,0
1099136223,192,330000,??
3030105068,0,2,250
1767307530,2,1,0
1587226540,330000,300000,??
2797437604,0,9,0
