Seed,Fluted,Hibrid,Vampire
914724326,0,0,330000
2289379677,1,300000,??
836491946,0,0,0
2534319098,0,0,0
965409938,0,0,300000
531808877,0,0,0
2896545391,0,0,0
3395429752,0,330000,??
193652321,0,0,330000
477262350,0,0,330000
3732412068,10,300000,??
1163376089,0,0,0
861720675,0,0,300000
2759182975,0,0,0
3830095951,0,0,0
3338131823,300000,300000,??
4084924130,0,0,0
348038390,0,3,330000
441694722,0,0,300000
2593893575,0,0,330000
2863729697,0,0,0
2121097536,0,0,0
1964393238,0,0,330000
20819465,0,0,330000
1967432491,0,0,330000
