Seed,Fluted,Hibrid,Vampire
220845265,0,0,0
3208874881,300000,300000,??
851154921,0,0,0
4118173319,0,0,108171
1413363571,0,0,0
1128904856,3,300000,??
1412494449,0,0,0
2788195012,1,277039,300000
2263574273,0,0,0
3941941398,0,0,0
1922825370,1,0,300000
3131724282,0,0,0
2362758895,0,0,0
119712844,0,0,0
3366344651,0,0,104518
1102887619,0,0,0
1941552556,0,0,0
1823960547,0,0,132060
724959752,4,1,300000
703579133,1,0,0
77220179,0,0,330000
2613858963,0,0,330000
2541964648,0,300000,??
229502903,0,0,0
1277981487,0,0,0
