Seed,Fluted,Hibrid,Vampire
2672041559,45,112,0
869620942,2,2,0
2672041559,46,112,0
869620942,2,2,0
1329664927,300000,300000,??
3694656186,300000,300000,??
433735062,300000,300000,??
1105930797,300000,300000,??
2951479822,86,27,0
353260168,0,0,0
1050788180,1,1,0
3354070098,0,0,0
4168904885,300000,300000,??
1188380428,885,7,0
131591816,5,567,0
3266720414,210,49,0
288297793,300000,300000,??
289257965,300000,300000,??
421305974,300000,29,0
3917815433,0,0,0
1067897164,0,0,0
1518548964,0,0,0
1488864450,0,0,0
2041809315,7,3,0
3360883925,1,2,0
3674070287,0,0,0
2616570476,300000,300000,??
