Seed,Fluted,Hibrid,Vampire
2195548828,2,0,430
2109215287,0,0,330000
3459052571,43,6,300000
4264007036,300000,124738,0
3551838419,1,0,0
1363087248,361,35,210
1748456142,300000,300000,??
2544094857,0,0,0
2773961614,0,1,0
967223804,0,0,0
1293939323,8,2,0
2929398902,969,300000,??
440972134,1,0,0
1905149822,0,300000,??
1550350592,165,300000,??
4241097166,1,0,0
618658488,300000,300000,??
3855925328,0,0,0
3836637575,300000,255008,330000
1688311906,300000,300000,??
3016933359,300000,300000,??
341608794,1,1,300000
985473230,300000,300000,??
3847477683,300000,300000,??
3524495976,0,0,0
