Seed,Fluted,Hibrid,Vampire
3488428965,0,0,0
3514095745,330000,300000,??
739572804,66996,249403,300000
2205149847,0,0,0
385367458,1,0,0
3699339309,300000,300000,??
2621698679,300000,300000,??
3467996398,0,0,300000
2815631982,300000,300000,??
1760100056,42,4,330000
3173821513,6498,29,0
4174964999,1,300000,??
42339431,643,300000,??
1423113974,300000,300000,??
2949579578,300000,300000,??
3948921944,0,0,0
2621358059,2763,3,247935
3480565525,0,0,0
2431121756,1,0,0
3913648828,0,0,0
1397447937,24032,300000,??
4170617325,0,1,0
338733270,300000,300000,??
333555691,330000,300000,??
3278801327,0,0,0
