Seed,Fluted,Hibrid,Vampire
4289728236,31,300000,??
3579191062,330000,300000,??
1584540657,0,0,0
2445001928,330000,300000,??
3041985346,1,688,300000
3416206942,0,0,0
4276843871,300000,300000,??
4226879094,300000,300000,??
1195745528,0,0,1
213460785,330000,905,330000
3709420867,300000,300000,??
2251231739,110155,1,330000
1134601453,330000,330000,??
2080261355,300000,330000,??
3760486887,300000,300000,??
3603505349,0,0,0
1951300150,0,0,15
3603367186,0,0,0
1840345181,0,0,0
1488113869,300000,300000,??
3839685197,0,0,0
1729263,0,0,300000
3264915008,0,0,0
2578053614,330000,1,300000
1192495334,330000,300000,??
