Seed,Fluted,Hibrid,Vampire
3129095133,0,0,0
2771327844,0,0,0
3243200976,0,0,42
3669660913,330000,300000,??
504643090,0,0,0
214391936,0,1,0
1399421785,0,0,0
2600164812,2045,300000,??
807645061,0,0,330000
939877311,1,0,5
3707122562,300000,300000,??
1594748980,2,0,12
2028696135,0,330000,??
3372169171,0,0,0
3744814061,0,0,0
1855490342,0,0,0
3405557773,300000,300000,??
36633982,0,0,0
2917801994,0,0,0
381155993,300000,300000,??
3062579391,330000,300000,??
2555074823,0,0,0
2480802572,83,300000,??
3646062306,3,0,0
1155730097,300000,300000,??
