Seed,Fluted,Hibrid,Vampire
878623688,3,0,300000
1393654625,0,0,0
2334375214,1,0,300000
3771340479,0,330000,??
2398095250,0,0,0
10212191,0,0,0
4191575596,6752,300000,??
277465985,1,182907,300000
2636235371,0,0,7
965805141,3,12,4
513450928,0,0,330000
2075914715,0,0,0
4050959133,0,0,0
3201593704,0,0,0
591594449,300000,300000,??
501232638,0,0,0
853465476,0,0,0
3238218909,0,300000,??
1767967013,3,47,300000
420475613,1,0,300000
1493689852,0,58,300000
86037688,0,300000,??
4107285816,0,0,0
1389313972,0,3,300000
1239229080,0,0,0
