Seed,Fluted,Hibrid,Vampire
1407962872,2,3,1
4268461554,42,175,0
1467067122,0,0,0
2685862029,64,1,1
2468728992,0,0,0
2535626180,1,1,0
265695852,300000,315,0
2967101329,0,0,0
2001311398,0,0,0
423168406,0,1,6
1611974991,330000,300000,??
3135311317,1,1,0
2036068386,0,0,0
4289106160,0,0,0
2759206795,3,4,0
2538862239,1,1,0
90976930,0,0,0
993309945,300000,300000,??
1089895263,0,0,0
967609436,0,0,0
1941026364,0,0,0
1633056900,300000,300000,??
3099141601,559,4,0
3581638794,0,0,0
2391814848,300000,300000,??
